,FpDensityMorgan1,EState_VSA7,LabuteASA,Drug_dose,NP_concentration,genus,NP_Synthesis,NP size_min,NP size_avg,"avg_Incub_period, h","growth_temp, C",ZOI_drug,ZOI_NP,ZOI_drug_NP
425,0.633263475886319,-0.818638596449434,-0.487714403129384,500,30,18,9,8,13.5,36,37,7,27.0860174921429,10
292,1.00698924290287,-0.818638596449434,-0.242275162030494,341.25974025974,34.2777533039648,6,13,1,4.7,84,37,1000,46.5003359405465,16
174,0.0973730143487204,-0.818638596449434,-0.267085741330514,500,30,16,9,8,13.5,252,37,21,27.0860174921429,21
326,0.410618338089223,0.170137137266001,-0.547687638109146,10,100,6,5,5,21,84,37,0,16.5160617843168,14
147,-1.29779732322513,0.62765200195686,1.91690750908698,500,30,20,9,8,13.5,16,30,23,27.0860174921429,23
53,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,18,0,20,30,36,37,500,36.5534893771632,31.25
8,0.675672073561956,-0.185040771708944,-0.514161278658118,500,30,12,9,8,13.5,36,30,22,27.0860174921429,50
321,-1.29779732322513,0.62765200195686,1.91690750908698,500,30,18,9,8,13.5,36,37,15,27.0860174921429,15
462,1.29932792173309,-0.263330014544298,-0.7860632465909,500,30,17,9,8,13.5,0,30,7,27.0860174921429,8
98,-0.0311378876986656,-0.818638596449434,-0.140354140069475,500,30,15,9,8,13.5,48,37,26,27.0860174921429,26
374,-1.44475781021991,-0.818638596449434,-0.259422571742581,5,25,18,14,31,45.26,36,37,14.5454545454545,24.1996088835957,12.57
380,0.633263475886319,-0.818638596449434,-0.487714403129384,500,30,16,9,8,13.5,252,37,7,27.0860174921429,12
26,-0.551945227574914,0.448557053031545,-0.0927742860372418,2,10,6,4,5,22.5,84,37,37,16.6084245622039,37
489,-0.546270571329289,-0.0825490081810548,0.593497807621094,500,30,18,9,8,13.5,36,37,7,27.0860174921429,7
436,0.728682820656503,-0.818638596449434,-0.620656257682895,10,34.2777533039648,18,7,5,18,36,37,9,22.81595486354,10
516,-2.67618758744727,-0.818638596449434,3.92361102795274,341.25974025974,34.2777533039648,13,1,15,28,18,37,8,17.2671288605694,1
197,0.732980989339845,-0.185040771708944,-0.10023571357588,500,30,15,9,8,13.5,48,37,20,27.0860174921429,20
19,-0.0311378876986656,-0.818638596449434,-0.140354140069475,500,30,12,9,8,13.5,36,30,40,27.0860174921429,40
373,-0.546270571329289,-0.0825490081810548,0.593497807621094,5,25,2,14,31,45.26,10,30,17.1428571428571,24.1996088835957,12.76
253,-0.861639592179897,-0.818638596449434,-0.0389578099721663,500,30,14,9,8,13.5,48,37,17,27.0860174921429,17
211,-1.44475781021991,-0.818638596449434,-0.259422571742581,10,10,16,3,5,13,252,37,13,20.2346274553394,19
461,-0.758736377231659,1.88845381417723,0.37107814283314,500,30,18,9,8,13.5,36,37,7,27.0860174921429,8
108,-1.29779732322513,0.62765200195686,1.91690750908698,500,30,2,9,8,13.5,7.08,30,24,27.0860174921429,25
533,-0.293667301881183,-0.095493297246287,-0.156249481403691,341.25974025974,34.2777533039648,18,6,5,60,36,37,0.625,6.58584153707676,0.3
128,0.675672073561956,-0.185040771708944,-0.514161278658118,20,42.3,16,10,14.45,15,42,37,22,22.295081370608,24
61,-0.758736377231659,1.88845381417723,0.37107814283314,10,34.2777533039648,16,7,5,18,252,37,24,22.81595486354,31
246,0.675672073561956,-0.185040771708944,-0.514161278658118,10,10,10,3,5,13,288,30,10,20.2346274553394,17
102,0.594117078031885,1.15236422590885,-0.483209510468555,5,10,16,2,14,28,252,37,20,16.0986355451017,25
0,0.633263475886319,-0.818638596449434,-0.487714403129384,341.25974025974,34.2777533039648,6,1,4,8,84,37,32,28.4644124227157,32
515,-2.67618758744727,-0.818638596449434,3.92361102795274,341.25974025974,34.2777533039648,13,1,4,8,18,37,8,28.4644124227157,1
115,0.112432885682398,-0.818638596449434,-0.297319728911649,500,30,20,9,8,13.5,16,30,25,27.0860174921429,25
124,-0.293667301881183,-0.095493297246287,-0.156249481403691,341.25974025974,34.2777533039648,6,6,5,60,84,37,0,15.9664200615882,24
412,-1.44475781021991,-0.818638596449434,-0.259422571742581,10,10,10,3,5,13,288,30,10,20.2346274553394,11
79,0.0973730143487204,-0.818638596449434,-0.267085741330514,500,30,20,9,8,13.5,16,30,28,27.0860174921429,28
271,0.675672073561956,-0.185040771708944,-0.514161278658118,500,30,15,9,8,13.5,48,37,8,27.0860174921429,16
323,-0.546270571329289,-0.0825490081810548,0.593497807621094,5,25,18,14,31,45.26,36,37,17.1428571428571,24.1996088835957,14.33
76,0.728682820656503,-0.818638596449434,-0.620656257682895,10,34.2777533039648,6,7,5,18,84,37,22,22.81595486354,28
106,1.84190850964198,-0.818638596449434,-0.641251467378057,341.25974025974,100,18,5,5,21,36,37,23,16.5160617843168,25
420,-1.46106880932593,1.17371876306041,0.795512527266637,5,50,3,14,31,45.26,84,37,33.9494553571429,24.1996088835957,10.34
485,0.852374563877112,-0.818638596449434,-0.123399182153417,500,30,6,9,8,13.5,84,37,7,27.0860174921429,7
372,-1.44475781021991,-0.818638596449434,-0.259422571742581,5,25,17,14,31,45.26,7,30,14.5454545454545,24.1996088835957,12.8
39,0.0973730143487204,-0.818638596449434,-0.267085741330514,500,30,12,9,8,13.5,36,30,34,27.0860174921429,34
123,1.05187737552326,-0.818638596449434,-0.167088570209287,40,42.3,18,10,14.45,15,36,37,0,22.295081370608,24
50,0.732980989339845,-0.185040771708944,-0.10023571357588,341.25974025974,34.2777533039648,6,13,1,4.7,84,37,1000,46.5003359405465,32
481,0.54314520582559,2.34935052725301,-0.273742138912218,341.25974025974,34.2777533039648,1,1,15,28,36,37,32,17.2671288605694,8
127,1.84190850964198,-0.818638596449434,-0.641251467378057,341.25974025974,100,8,5,5,21,48,30,21,16.5160617843168,24
377,0.54314520582559,2.34935052725301,-0.273742138912218,10,10,18,4,5,22.5,36,37,0,16.6084245622039,12
363,-1.29779732322513,0.62765200195686,1.91690750908698,500,30,8,9,8,13.5,48,30,7,27.0860174921429,13
397,-0.546270571329289,-0.0825490081810548,0.593497807621094,5,25,9,14,31,45.26,36,37,17.1428571428571,24.1996088835957,11.64
314,0.54314520582559,2.34935052725301,-0.273742138912218,500,30,20,9,8,13.5,16,30,15,27.0860174921429,15
122,-0.298579494662145,1.26225803211021,-0.0784566455460908,30,10,18,2,14,28,36,37,25,16.0986355451017,25
486,1.11223116728175,0.62765200195686,-0.76670877611861,500,30,8,9,8,13.5,48,30,7,27.0860174921429,7
4,-1.29779732322513,0.62765200195686,1.91690750908698,30,100,10,5,5,21,288,30,0,16.5160617843168,18
367,1.45688308337633,-0.818638596449434,-0.675053158025338,500,30,15,9,8,13.5,48,37,12,27.0860174921429,13
236,-0.480926044864516,0.640596291022092,-0.228102011618767,500,30,8,9,8,13.5,48,30,18,27.0860174921429,18
193,-0.861639592179897,-0.818638596449434,-0.0389578099721663,500,30,17,9,8,13.5,0,30,20,27.0860174921429,20
482,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,18,0,20,30,36,37,500,36.5534893771632,7.81
240,0.112432885682398,-0.818638596449434,-0.297319728911649,500,30,8,9,8,13.5,48,30,18,27.0860174921429,18
508,0.54314520582559,2.34935052725301,-0.273742138912218,341.25974025974,34.2777533039648,1,1,4,8,36,37,32,28.4644124227157,2
154,-0.480926044864516,0.640596291022092,-0.228102011618767,500,30,15,9,8,13.5,36,30,20,27.0860174921429,22
503,-2.67618758744727,-0.818638596449434,3.92361102795274,341.25974025974,34.2777533039648,6,1,15,28,84,37,8,17.2671288605694,2
6,0.732980989339845,-0.185040771708944,-0.10023571357588,500,30,18,9,8,13.5,36,37,12,27.0860174921429,15
143,-1.44475781021991,-0.818638596449434,-0.259422571742581,500,30,2,9,8,13.5,7.08,30,23,27.0860174921429,23
312,1.45688308337633,-0.818638596449434,-0.675053158025338,500,30,14,9,8,13.5,48,37,15,27.0860174921429,15
414,-1.44475781021991,-0.818638596449434,-0.259422571742581,10,34.2777533039648,10,7,5,18,288,30,10,22.81595486354,11
221,0.732980989339845,-0.185040771708944,-0.10023571357588,500,30,6,9,8,13.5,84,37,9,27.0860174921429,18
234,1.45688308337633,-0.818638596449434,-0.675053158025338,500,30,6,9,8,13.5,84,37,18,27.0860174921429,18
93,-0.384542868328977,0.448557053031545,-0.628420551718767,500,30,12,9,8,13.5,36,30,25,27.0860174921429,26
38,0.728682820656503,-0.818638596449434,-0.620656257682895,30,42.3,18,10,14.45,15,36,37,29,22.295081370608,34
152,-0.861639592179897,-0.818638596449434,-0.0389578099721663,500,30,15,9,8,13.5,48,37,14,27.0860174921429,22
281,0.852374563877112,-0.818638596449434,-0.123399182153417,500,30,8,9,8,13.5,48,30,16,27.0860174921429,16
510,0.633263475886319,-0.818638596449434,-0.487714403129384,341.25974025974,34.2777533039648,16,1,4,8,42,37,1,28.4644124227157,1
243,0.410618338089223,0.170137137266001,-0.547687638109146,30,10,18,2,14,28,36,37,18,16.0986355451017,18
222,-0.861639592179897,-0.818638596449434,-0.0389578099721663,500,30,6,9,8,13.5,84,37,10,27.0860174921429,18
185,1.84190850964198,-0.818638596449434,-0.641251467378057,341.25974025974,100,5,5,5,21,36,37,16,16.5160617843168,20
249,0.732980989339845,-0.185040771708944,-0.10023571357588,500,30,15,9,8,13.5,36,30,16,27.0860174921429,17
286,-0.702607350896257,-0.818638596449434,-0.0465071636550853,500,30,0,9,8,13.5,36,37,16,27.0860174921429,16
290,0.732980989339845,-0.185040771708944,-0.10023571357588,341.25974025974,34.2777533039648,15,13,1,4.7,48,37,64,46.5003359405465,16
213,-1.29779732322513,0.62765200195686,1.91690750908698,30,100,16,5,5,21,24,37,16,16.5160617843168,19
149,-0.861639592179897,-0.818638596449434,-0.0389578099721663,30,10,18,4,5,22.5,36,37,23,16.6084245622039,23
181,1.84190850964198,-0.818638596449434,-0.641251467378057,341.25974025974,100,15,5,5,21,48,37,12,16.5160617843168,20
17,0.000989837813180335,-0.818638596449434,-0.270872853382916,30,42.3,18,10,14.45,15,36,37,32,22.295081370608,40
116,1.29932792173309,-0.263330014544298,-0.7860632465909,300,10,18,4,5,22.5,36,37,25,16.6084245622039,25
474,1.00698924290287,-0.818638596449434,-0.242275162030494,341.25974025974,34.2777533039648,15,13,1,4.7,48,37,32,46.5003359405465,8
49,0.728682820656503,-0.818638596449434,-0.620656257682895,500,30,12,9,8,13.5,36,30,32,27.0860174921429,32
507,0.732980989339845,-0.185040771708944,-0.10023571357588,341.25974025974,34.2777533039648,0,13,1,4.7,36,37,64,46.5003359405465,2
335,-2.66180928197637,-0.818638596449434,4.14563247948162,500,30,20,9,8,13.5,16,30,11,27.0860174921429,14
347,-0.384542868328977,0.448557053031545,-0.628420551718767,2.5,100,16,5,5,21,24,37,0,16.5160617843168,13
293,0.852374563877112,-0.818638596449434,-0.123399182153417,341.25974025974,34.2777533039648,6,13,1,4.7,84,37,1000,46.5003359405465,16
522,0.112432885682398,-0.818638596449434,-0.297319728911649,341.25974025974,34.2777533039648,18,6,5,60,36,37,1.25,6.58584153707676,0.6
520,0.931586025052871,-0.095493297246287,-0.334618134981772,341.25974025974,34.2777533039648,18,6,5,60,36,37,0.625,6.58584153707676,0.6
280,0.732980989339845,-0.185040771708944,-0.10023571357588,500,30,16,9,8,13.5,252,37,16,27.0860174921429,16
100,1.15094084061651,-0.818638596449434,-0.381367454713728,30,42.3,16,10,14.45,15,42,37,0,22.295081370608,25
476,0.732980989339845,-0.185040771708944,-0.10023571357588,341.25974025974,34.2777533039648,8,13,1,4.7,48,37,64,46.5003359405465,8
57,1.29932792173309,-0.263330014544298,-0.7860632465909,500,30,12,9,8,13.5,36,30,8,27.0860174921429,31
264,-0.384542868328977,0.448557053031545,-0.628420551718767,2.5,100,5,5,5,21,36,37,0,16.5160617843168,16
407,-0.384542868328977,0.448557053031545,-0.628420551718767,500,30,0,9,8,13.5,36,37,7,27.0860174921429,11
81,0.227119598146562,-0.818638596449434,-0.459103227428324,100,10,18,4,5,22.5,36,37,28,16.6084245622039,28
233,-0.758736377231659,1.88845381417723,0.37107814283314,500,30,7,9,8,13.5,36,37,18,27.0860174921429,18
354,-0.758736377231659,1.88845381417723,0.37107814283314,500,30,16,9,8,13.5,252,37,7,27.0860174921429,13
23,0.112432885682398,-0.818638596449434,-0.297319728911649,500,30,12,9,8,13.5,36,30,34,27.0860174921429,38
457,1.29932792173309,-0.263330014544298,-0.7860632465909,500,30,14,9,8,13.5,48,37,9,27.0860174921429,9
419,-1.44475781021991,-0.818638596449434,-0.259422571742581,5,25,9,14,31,45.26,36,37,14.5454545454545,24.1996088835957,10.62
299,0.675672073561956,-0.185040771708944,-0.514161278658118,500,30,8,9,8,13.5,48,30,7,27.0860174921429,15
113,0.112432885682398,-0.818638596449434,-0.297319728911649,500,30,7,9,8,13.5,36,37,25,27.0860174921429,25
519,-1.29779732322513,0.62765200195686,1.91690750908698,341.25974025974,34.2777533039648,6,6,5,60,84,37,0.625,6.58584153707676,0.6
13,-0.480926044864516,0.640596291022092,-0.228102011618767,500,30,12,9,8,13.5,36,30,30,27.0860174921429,42
295,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,6,1,4,8,84,37,32,28.4644124227157,16
45,-0.702607350896257,-0.818638596449434,-0.0465071636550853,500,30,15,9,8,13.5,48,37,24,27.0860174921429,32
90,-0.861639592179897,-0.818638596449434,-0.0389578099721663,30,10,6,4,5,22.5,84,37,27,16.6084245622039,27
33,0.410618338089223,0.170137137266001,-0.547687638109146,10,100,8,5,5,21,48,30,22,16.5160617843168,35
345,-1.29779732322513,0.62765200195686,1.91690750908698,30,100,0,5,5,21,36,37,0,16.5160617843168,13
164,-0.480926044864516,0.640596291022092,-0.228102011618767,20,20,8,8,10,44.45,48,30,20.7,26.8255592008775,21.5
467,-2.67618758744727,-0.818638596449434,3.92361102795274,341.25974025974,34.2777533039648,1,1,4,8,36,37,8,28.4644124227157,8
266,-1.44475781021991,-0.818638596449434,-0.259422571742581,500,30,15,9,8,13.5,48,37,7,27.0860174921429,16
301,-0.0311378876986656,-0.818638596449434,-0.140354140069475,500,30,0,9,8,13.5,36,37,7,27.0860174921429,15
67,-0.702607350896257,-0.818638596449434,-0.0465071636550853,500,30,20,9,8,13.5,16,30,30,27.0860174921429,30
291,0.852374563877112,-0.818638596449434,-0.123399182153417,341.25974025974,34.2777533039648,14,13,1,4.7,48,37,1000,46.5003359405465,16
294,0.852374563877112,-0.818638596449434,-0.123399182153417,341.25974025974,34.2777533039648,15,13,1,4.7,48,37,1000,46.5003359405465,16
438,0.633263475886319,-0.818638596449434,-0.487714403129384,500,30,2,9,8,13.5,7.08,30,10,27.0860174921429,10
43,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,6,6,5,60,84,37,21,15.9664200615882,32
531,0.931586025052871,-0.095493297246287,-0.334618134981772,341.25974025974,34.2777533039648,15,6,5,60,48,37,0.625,6.58584153707676,0.3
231,1.05187737552326,-0.818638596449434,-0.167088570209287,500,30,15,9,8,13.5,36,30,18,27.0860174921429,18
327,-1.29779732322513,0.62765200195686,1.91690750908698,30,100,18,5,5,21,36,37,0,16.5160617843168,14
189,0.524212796148966,2.34935052725301,-0.394551891963908,1,42.3,6,10,14.45,15,84,37,19,22.295081370608,20
471,1.29932792173309,-0.263330014544298,-0.7860632465909,500,30,6,9,8,13.5,84,37,8,27.0860174921429,8
394,0.0973730143487204,-0.818638596449434,-0.267085741330514,500,30,6,9,8,13.5,84,37,12,27.0860174921429,12
262,-0.546270571329289,-0.0825490081810548,0.593497807621094,500,30,15,9,8,13.5,36,30,17,27.0860174921429,17
130,0.112432885682398,-0.818638596449434,-0.297319728911649,500,30,15,9,8,13.5,36,30,22,27.0860174921429,24
524,0.54314520582559,2.34935052725301,-0.273742138912218,341.25974025974,34.2777533039648,18,1,15,28,36,37,1,17.2671288605694,0.5
384,0.54314520582559,2.34935052725301,-0.273742138912218,10,10,6,4,5,22.5,84,37,8,16.6084245622039,12
497,0.852374563877112,-0.818638596449434,-0.123399182153417,341.25974025974,34.2777533039648,0,13,1,4.7,36,37,1000,46.5003359405465,4
84,0.675672073561956,-0.185040771708944,-0.514161278658118,500,30,16,9,8,13.5,252,37,20,27.0860174921429,27
28,0.728682820656503,-0.818638596449434,-0.620656257682895,30,42.3,6,10,14.45,15,84,37,27,22.295081370608,36
159,0.112432885682398,-0.818638596449434,-0.297319728911649,500,30,17,9,8,13.5,0,30,21,27.0860174921429,22
254,0.732980989339845,-0.185040771708944,-0.10023571357588,500,30,7,9,8,13.5,36,37,17,27.0860174921429,17
352,-1.29779732322513,0.62765200195686,1.91690750908698,30,10,18,4,5,22.5,36,37,0,16.6084245622039,13
502,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,13,1,4,8,18,37,8,28.4644124227157,2
24,1.15094084061651,-0.818638596449434,-0.381367454713728,30,42.3,6,10,14.45,15,84,37,0,22.295081370608,37
329,-0.758736377231659,1.88845381417723,0.37107814283314,500,30,0,9,8,13.5,36,37,7,27.0860174921429,14
501,-2.67618758744727,-0.818638596449434,3.92361102795274,341.25974025974,34.2777533039648,6,1,4,8,84,37,8,28.4644124227157,2
198,0.732980989339845,-0.185040771708944,-0.10023571357588,500,30,20,9,8,13.5,16,30,20,27.0860174921429,20
146,-1.29779732322513,0.62765200195686,1.91690750908698,500,30,7,9,8,13.5,36,37,23,27.0860174921429,23
343,-2.66180928197637,-0.818638596449434,4.14563247948162,500,30,17,9,8,13.5,0,30,14,27.0860174921429,14
58,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,15,6,5,60,48,37,21,15.9664200615882,31
41,1.60336014771652,-0.818638596449434,-1.04645124602068,50,42.3,6,10,14.45,15,84,37,0,22.295081370608,32
27,0.524212796148966,2.34935052725301,-0.394551891963908,1,42.3,16,10,14.45,15,42,37,0,22.295081370608,36
273,-1.44475781021991,-0.818638596449434,-0.259422571742581,10,34.2777533039648,6,7,5,18,84,37,12,22.81595486354,16
237,-0.0311378876986656,-0.818638596449434,-0.140354140069475,500,30,8,9,8,13.5,48,30,18,27.0860174921429,18
318,-0.546270571329289,-0.0825490081810548,0.593497807621094,500,30,6,9,8,13.5,84,37,15,27.0860174921429,15
275,-0.758736377231659,1.88845381417723,0.37107814283314,10,34.2777533039648,6,7,5,18,84,37,13,22.81595486354,16
15,0.728682820656503,-0.818638596449434,-0.620656257682895,30,42.3,16,10,14.45,15,42,37,27,22.295081370608,40
434,0.728682820656503,-0.818638596449434,-0.620656257682895,10,10,18,3,5,13,36,37,9,20.2346274553394,10
68,0.931586025052871,-0.095493297246287,-0.334618134981772,341.25974025974,34.2777533039648,18,6,5,60,36,37,25,15.9664200615882,29
411,0.728682820656503,-0.818638596449434,-0.620656257682895,10,10,10,3,5,13,288,30,10,20.2346274553394,11
94,0.728682820656503,-0.818638596449434,-0.620656257682895,500,30,6,9,8,13.5,84,37,26,27.0860174921429,26
521,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,18,6,5,60,36,37,1.25,6.58584153707676,0.6
391,1.11223116728175,0.62765200195686,-0.76670877611861,500,30,20,9,8,13.5,16,30,11,27.0860174921429,12
35,1.60336014771652,-0.818638596449434,-1.04645124602068,50,42.3,16,10,14.45,15,42,37,0,22.295081370608,34
139,0.410618338089223,0.170137137266001,-0.547687638109146,30,10,18,2,14,28,36,37,22,16.0986355451017,23
20,0.112432885682398,-0.818638596449434,-0.297319728911649,500,30,2,9,8,13.5,7.08,30,30,27.0860174921429,39
355,1.11223116728175,0.62765200195686,-0.76670877611861,500,30,15,9,8,13.5,48,37,7,27.0860174921429,13
470,1.11223116728175,0.62765200195686,-0.76670877611861,500,30,7,9,8,13.5,36,37,8,27.0860174921429,8
210,1.29932792173309,-0.263330014544298,-0.7860632465909,500,30,20,9,8,13.5,16,30,13,27.0860174921429,19
392,-2.66180928197637,-0.818638596449434,4.14563247948162,500,30,15,9,8,13.5,36,30,11,27.0860174921429,12
463,-2.66180928197637,-0.818638596449434,4.14563247948162,500,30,6,9,8,13.5,84,37,7,27.0860174921429,8
70,0.675672073561956,-0.185040771708944,-0.514161278658118,500,30,6,9,8,13.5,84,37,29,27.0860174921429,29
305,-0.758736377231659,1.88845381417723,0.37107814283314,15,10,18,2,14,28,36,37,10,16.0986355451017,15
284,-0.546270571329289,-0.0825490081810548,0.593497807621094,500,30,2,9,8,13.5,7.08,30,16,27.0860174921429,16
251,-0.384542868328977,0.448557053031545,-0.628420551718767,500,30,6,9,8,13.5,84,37,16,27.0860174921429,17
2,0.633263475886319,-0.818638596449434,-0.487714403129384,341.25974025974,34.2777533039648,6,1,15,28,84,37,32,17.2671288605694,32
421,-1.29779732322513,0.62765200195686,1.91690750908698,30,10,6,4,5,22.5,84,37,0,16.6084245622039,10
543,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,1,1,15,28,36,37,8,17.2671288605694,0.25
267,1.29932792173309,-0.263330014544298,-0.7860632465909,500,30,8,9,8,13.5,48,30,7,27.0860174921429,16
245,0.728682820656503,-0.818638596449434,-0.620656257682895,500,30,15,9,8,13.5,48,37,7,27.0860174921429,17
201,-0.480926044864516,0.640596291022092,-0.228102011618767,500,30,2,9,8,13.5,7.08,30,20,27.0860174921429,20
283,-2.66180928197637,-0.818638596449434,4.14563247948162,500,30,8,9,8,13.5,48,30,16,27.0860174921429,16
447,0.675672073561956,0.429218926705701,-0.364088994586418,300,10,18,4,5,22.5,36,37,0,16.6084245622039,9
477,0.852374563877112,-0.818638596449434,-0.123399182153417,341.25974025974,34.2777533039648,8,13,1,4.7,48,37,1000,46.5003359405465,8
333,-0.0311378876986656,-0.818638596449434,-0.140354140069475,500,30,2,9,8,13.5,7.08,30,10,27.0860174921429,14
241,0.112432885682398,-0.818638596449434,-0.297319728911649,500,30,14,9,8,13.5,48,37,18,27.0860174921429,18
297,0.410618338089223,0.170137137266001,-0.547687638109146,10,100,15,5,5,21,48,37,0,16.5160617843168,15
491,-0.384542868328977,0.448557053031545,-0.628420551718767,500,30,16,9,8,13.5,252,37,7,27.0860174921429,7
